"uuid","base","subbase","classe_cnj","orgao_julgador","relator_id","data_julgamento","n_mentions","n_ementa","n_moral","award_ementa","award_any","harm_type"
"b10b0c94-1de2-462e-b178-15f3afd9ef84","acordaos","acordaos",325,"CÂMARA CRIMINAL","ce9ec5c04b",2024-03-06,0,NA,NA,NA,NA,"other"
"b12586a2-b4c8-4f7b-a2f9-a1ce1da0377d","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-01,0,NA,NA,NA,NA,"other"
"b1ef8820-b20c-4baa-9c97-ca467e8dd3ed","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,16,8,12,2000,2000,"other"
"b224c97e-9e82-412b-9600-13a9f4cc16cd","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,4,2,4,2000,2000,"other"
"b281899d-0b72-40c3-b69d-f10d78a5fb41","acordaos","acordaos",198,"3ª TURMA CÍVEL","8e30f54e7a",2024-03-07,10,0,8,NA,5000,"air_travel"
"b2965a94-c466-461d-81c3-26ac9c3eb776","acordaos","acordaos-tr",1689,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,2,1,2,NA,NA,"credit_listing"
"b31d0727-ea91-4e24-a138-9f386cce8c08","acordaos","acordaos",198,"8ª TURMA CÍVEL","bdca023e1d",2024-03-19,9,1,5,3000,8000,"credit_listing"
"b3b691f6-9ed1-45e2-baf9-60e20b4c8e6e","acordaos","acordaos",417,"3ª TURMA CRIMINAL","e687bf02b2",2024-03-07,5,0,5,NA,500,"other"
"b420cac1-4dca-495f-89d8-322cd60cd7ba","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,4,NA,NA,"other"
"b4587b05-d552-42e6-94e1-aefb69abb241","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,10,2,4,NA,3000,"air_travel"
"b49d919e-7138-4318-83e1-0c74b445a2a4","acordaos","acordaos",198,"8ª TURMA CÍVEL","5d8d470f51",2024-03-21,5,0,3,NA,2000,"honor_privacy"
"b4c2df77-2c46-479e-b32c-44b47e4e4022","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-14,2,0,1,NA,300,"other"
"b4d316b1-98f9-4826-92b3-9e6e876630bd","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,4,2,2,NA,NA,"credit_listing"
"b5eed863-08c3-4de1-8ef9-a302bfa2897e","acordaos","acordaos",417,"1ª TURMA CRIMINAL","c8368eac56",2024-03-21,5,0,1,NA,15000,"other"
"b5f19e64-0a62-4431-9049-2f94dbc521be","acordaos","acordaos",198,"7ª TURMA CÍVEL","a0f4d91d16",2024-03-13,10,0,6,NA,NA,"medical"
"b631d02f-d315-48c4-a48e-c16853cdf573","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-21,3,0,3,NA,5000,"other"
"b6710bab-90bd-4c17-9c22-840d6da33fbc","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,2,1,0,NA,NA,"honor_privacy"
"b6b64c48-2c6f-43ba-ab43-43dc024552c6","acordaos","acordaos",417,"2ª TURMA CRIMINAL","7cee760b43",2024-03-25,2,0,2,NA,NA,"wrongful_death"
"b6c3dd4c-9f49-41ce-87b0-417084975baf","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,2,1,0,NA,NA,"consumer_service"
"b9061304-dad9-42f5-8973-6f84e89c221e","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,6,3,2,NA,NA,"consumer_service"
"b917c2f3-4689-4ef8-8dbc-b1bc53ad6850","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,10,5,10,3000,3000,"air_travel"
"b95b746d-1372-42b1-9490-b4b410ce804e","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,4,NA,NA,"other"
"b988be77-7a45-448d-a05e-ec0786b3ffdd","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,7,2,5,8000,8000,"air_travel"
"b9b375a7-26da-4f78-b79e-83022951bb06","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,6,3,0,NA,NA,"other"
"ba4022a2-de3e-43ae-a994-896b5c6a26ea","acordaos","acordaos",198,"7ª TURMA CÍVEL","75da02d29b",2024-03-13,3,0,2,NA,NA,"medical"
"ba677e43-51cc-4660-8c36-051eb13b74bc","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,12,6,6,NA,NA,"other"
"baefc259-06b9-4858-8f18-d84570a082e3","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,26,13,2,NA,NA,"honor_privacy"
"bb1c8f56-63d0-42a7-8f6f-b2e4a33b47ba","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,4,2,4,NA,NA,"air_travel"
"bb4f8188-5596-4fea-8bf9-6a94845053aa","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,14,7,6,2000,2000,"consumer_service"
"bb5b1017-9c46-4bf6-8db8-f9295847d155","acordaos","acordaos",417,"1ª TURMA CRIMINAL","c8368eac56",2024-03-25,2,0,1,NA,NA,"other"
"bc37fe2e-28be-4140-9092-f1f2ea1a6676","acordaos","acordaos",198,"6ª TURMA CÍVEL","0915b060c7",2024-03-06,9,0,6,NA,2000,"credit_listing"
"bc5396bd-0833-4360-885e-ecff094ae9e6","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,6,3,2,NA,NA,"other"
"bce10cb0-5b28-403d-96aa-97377236c992","acordaos","acordaos",198,"7ª TURMA CÍVEL","f6abe097b7",2024-03-13,4,0,4,NA,NA,"other"
"bcf4978d-d8c5-4b59-885a-a8faa4066423","acordaos","acordaos",198,"2ª TURMA CÍVEL","d572ea40b4",2024-03-13,6,2,6,5000,5000,"other"
"bdd250e0-40a5-496d-a1c4-4f79980028b6","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,16,8,12,NA,NA,"air_travel"
"be0acb85-b52c-40ec-9961-9b9a96b79a85","acordaos","acordaos",198,"1ª TURMA CÍVEL","d9e51b3034",2024-03-20,11,2,8,NA,NA,"wrongful_death"
"be0e1141-3557-4b11-b0ec-0317059f0a51","acordaos","acordaos",417,"2ª TURMA CRIMINAL","875abf85dd",2024-03-07,2,0,2,NA,250,"other"
"be1e3719-4ca1-4c9b-a71e-6f8ed07788c7","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,8,4,8,3000,3000,"credit_listing"
"be6d7997-d7af-4bc1-9a7d-ab84be0bf451","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,12,6,10,3000,3000,"honor_privacy"
"bea85f65-9092-461a-a4c0-f550dc397b6e","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,12,6,8,2000,2000,"honor_privacy"
"bf4aca2a-00fc-4031-84a2-ed5c54348805","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-07,7,0,3,NA,2000,"other"
"bf5d4790-9661-4244-8b07-7d986007e3b5","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,3,0,2,NA,NA,"consumer_service"
"bf799f09-70d8-4142-80f6-8cf1bf9d7a2c","acordaos","acordaos",198,"4ª TURMA CÍVEL","23e658a6ab",2024-03-14,6,1,5,5000,12000,"medical"
"bfabf96e-3293-440e-adc5-c9a496eb3a8c","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-01,6,3,2,NA,NA,"air_travel"
"c0160068-6e0c-4f6b-abe4-af8bf8095d32","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,3,0,2,NA,NA,"banking_fraud"
"c04fd20e-b37a-4b1b-9c1e-1e4c76dc8f2d","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,0,NA,NA,NA,NA,"other"
"c06e3261-1d21-4fbd-969c-2af01e8647c2","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,2,1,0,NA,NA,"credit_listing"
"c0f38918-8b41-42ed-8a89-11e76f2e8b53","acordaos","acordaos",417,"1ª TURMA CRIMINAL","e48f5e14a5",2024-03-21,10,0,5,NA,300,"other"
"c12ea4d7-790b-49c3-9c84-d51ca1ddef97","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,0,NA,NA,NA,NA,"air_travel"
"c18c9cfe-1d5c-4b1f-b60f-274705d28108","acordaos","acordaos",198,"2ª TURMA CÍVEL","beaf6fe3d9",2024-03-06,7,0,6,NA,10000,"other"
"c1bb16e7-a0cd-4808-aef5-5bd347420af0","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,10,5,2,NA,NA,"consumer_service"
"c1cb3937-2bbf-4911-a478-6dcc9830ccd5","acordaos","acordaos",417,"2ª TURMA CRIMINAL","7cee760b43",2024-03-25,3,0,3,NA,500,"other"
"c1dd77d2-49b1-404f-9ce0-a889e6bd1d40","acordaos","acordaos",198,"7ª TURMA CÍVEL","f6abe097b7",2024-03-20,3,0,3,NA,NA,"medical"
"c1e25b74-1138-4ecb-8b2a-75cc3f5b9ee7","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-01,9,2,6,NA,NA,"consumer_service"
"c1f027cb-930b-4ace-b123-cba9e39e1ac0","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-07,5,0,3,NA,NA,"other"
"c21f4878-f791-49e4-8d54-bd26720c2467","acordaos","acordaos",417,"1ª TURMA CRIMINAL","0bd6867b27",2024-03-21,3,0,3,NA,300,"other"
"c25a847a-2a68-42cf-8283-90e8b417fe69","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,4,NA,NA,"air_travel"
"c2dc862c-aa04-4b86-9890-66f6e34437ac","acordaos","acordaos",198,"4ª TURMA CÍVEL","063a92aa45",2024-03-07,5,0,3,NA,15000,"medical"
"c30d3776-cdd2-44ff-bfee-49f944d6f460","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,18,4,2,NA,NA,"other"
"c3605667-5796-4011-b98e-c98ca4daae6c","acordaos","acordaos",198,"1ª TURMA CÍVEL","3f8f67d7e7",2024-03-06,3,0,2,NA,NA,"medical"
"c378f503-e928-4354-b527-f3746f44b18b","acordaos","acordaos",198,"5ª TURMA CÍVEL","a68715f197",2024-03-14,8,1,2,NA,15000,"medical"
"c393742b-4c47-46c3-a345-708502f26338","acordaos","acordaos",198,"2ª TURMA CÍVEL","c4bc5ec634",2024-03-20,3,1,3,NA,NA,"wrongful_death"
"c41d8da0-cc0b-4540-9a74-55c45f279a01","acordaos","acordaos",417,"3ª TURMA CRIMINAL","f41922db99",2024-03-14,3,0,2,NA,NA,"wrongful_death"
"c4a6532d-7cc0-4596-b278-8cb1c52c9148","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","249fd17014",2024-03-18,17,1,7,NA,3000,"consumer_service"
"c4f3847d-c0b3-4278-b3f1-51443c8944fc","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-04,2,1,0,NA,NA,"credit_listing"
"c63a6bd2-99da-4ce7-b550-b61d66f93116","acordaos","acordaos",198,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-21,4,0,3,NA,5000,"credit_listing"
"c65bed52-e704-47a8-a2ad-7bc7c757deb8","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,16,8,6,3000,3000,"medical"
"c6d3ec0d-d9ea-4e88-a3e8-7b319d30aa1c","acordaos","acordaos",198,"4ª TURMA CÍVEL","f9b9a227a6",2024-03-21,3,0,1,NA,NA,"other"
"c7d61581-4193-442f-ac69-70b5ce3ba775","acordaos","acordaos",417,"1ª TURMA CRIMINAL","e48f5e14a5",2024-03-21,6,0,1,NA,1000,"wrongful_death"
"c7f862b9-b172-403d-b989-04d2a45c459d","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,10,5,6,NA,2000,"consumer_service"
"c7f8af11-f330-45a4-9e79-a7244e8762bb","acordaos","acordaos",417,"1ª TURMA CRIMINAL","0bd6867b27",2024-03-21,3,0,2,NA,3000,"wrongful_death"
"c8ac990b-d337-4fb2-968a-22bc89ec1c79","acordaos","acordaos",198,"2ª TURMA CÍVEL","4981944123",2024-03-06,39,4,7,NA,NA,"honor_privacy"
"c8dd1c74-73a6-45da-9dea-7ca16002384d","acordaos","acordaos-tr",1689,"SEGUNDA TURMA RECURSAL","914b495bd0",2024-03-18,4,2,4,NA,NA,"air_travel"
"c948aadc-886a-4671-8f98-3532c70dff0f","acordaos","acordaos",198,"6ª TURMA CÍVEL","d30385f876",2024-03-26,15,3,7,2000,2500,"banking_fraud"
"c9bbd25e-4fa8-47a7-a3f3-463dbeced246","acordaos","acordaos",198,"1ª TURMA CÍVEL","f726893979",2024-03-13,5,0,5,NA,5000,"medical"
"cad0dd1c-36ed-479a-954b-4c7abd72ae45","acordaos","acordaos",198,"6ª TURMA CÍVEL","63076d9700",2024-03-06,18,0,10,NA,60000,"wrongful_death"
"cb295710-4a36-4f2a-a4e2-221e704f1777","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,0,NA,NA,NA,NA,"honor_privacy"
"cb646c9c-50e1-49f3-a72e-46238a453262","acordaos","acordaos",198,"5ª TURMA CÍVEL","d17cb21a51",2024-03-07,1,0,0,NA,NA,"other"
"cbc0a743-984d-422d-8b47-134ceb4f318c","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-25,9,1,5,NA,500,"other"
"cc34b565-1276-4566-bdb7-068be3185987","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,10,5,2,NA,NA,"credit_listing"
"ccf40a86-f459-4e16-998e-99e9394a3ea0","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,8,4,8,3000,3000,"credit_listing"
"cd16163a-d81a-443e-9761-04d383a74870","acordaos","acordaos",417,"1ª TURMA CRIMINAL","a68ade2514",2024-03-21,2,0,1,NA,NA,"other"
"cd4de38f-8dff-491f-8bd9-f8ac66a436fb","acordaos","acordaos",417,"3ª TURMA CRIMINAL","e687bf02b2",2024-03-07,6,0,5,NA,2000,"wrongful_death"
"cd64dc6e-84fc-410d-b841-be86b7c46780","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,6,3,4,20,20,"consumer_service"
"cde642ed-27c0-4e47-8ffe-7d8bd4c5725f","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-04,14,7,2,NA,NA,"consumer_service"
"ce207c90-83b9-40d7-96af-b9b23f3b8e2f","acordaos","acordaos",1689,"5ª TURMA CÍVEL","f07ec5c0df",2024-03-14,0,NA,NA,NA,NA,"consumer_service"
"ce2fe273-9613-4d1c-860f-1e57ff0d8cad","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-07,17,0,8,NA,500,"credit_listing"
"ce33ceb9-2f23-49d2-9296-2607d8b4e1fb","acordaos","acordaos",198,"7ª TURMA CÍVEL","f07ec5c0df",2024-03-06,6,0,3,NA,6000,"medical"
"ce515b65-7e20-408b-99ca-241f25835da9","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,7,2,3,1000,1000,"honor_privacy"
"ce610c6d-287e-4b5f-91b2-82ecad3bb209","acordaos","acordaos",198,"4ª TURMA CÍVEL","dc185fdca3",2024-03-20,6,0,1,NA,NA,"banking_fraud"
"cef80a99-193e-473f-8458-ebb388575a37","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,6,3,2,NA,NA,"credit_listing"
"ceff965a-524d-47dc-9f32-3b9c96f0e4ed","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,11,3,7,NA,NA,"consumer_service"
"cf15562b-1181-4ccc-a04f-52b5797d79d1","acordaos","acordaos",198,"7ª TURMA CÍVEL","75da02d29b",2024-03-13,12,1,8,5000,5000,"banking_fraud"
"cf40d414-2821-445c-8ed7-e99b210bab19","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,6,3,6,NA,NA,"other"
"cf635b9d-73e9-40db-98d8-3d954147ecf0","acordaos","acordaos",198,"2ª TURMA CÍVEL","d3ff666bd5",2024-03-06,6,1,6,NA,5000,"consumer_service"
"d01dc12f-2cf9-4e84-bfc8-b04c5e771fb5","acordaos","acordaos-tr",1689,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,10,5,6,NA,NA,"other"
"d04b636c-cc37-4b0c-af40-5974a8dfe684","acordaos","acordaos",417,"2ª TURMA CRIMINAL","7cee760b43",2024-03-25,5,0,4,NA,1000,"other"
"d079e25a-dd91-4185-8518-1e72640a6e75","acordaos","acordaos",198,"6ª TURMA CÍVEL","d30385f876",2024-03-06,10,1,6,NA,10000,"consumer_service"
"d09a702a-f956-4b14-9082-f6ae57bf2ee5","acordaos","acordaos",198,"3ª TURMA CÍVEL","f094397b16",2024-03-14,9,1,7,NA,10000,"medical"
"d0bd8a65-ff9f-43c2-9aff-55f6a9b88abd","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,8,4,8,4000,4000,"air_travel"
"d0e4c327-fab1-4a48-b89d-829332ed225b","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-04,2,1,2,NA,NA,"credit_listing"
"d0e6ec3b-9fca-4ef7-b094-4b6a14313216","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,6,3,2,NA,NA,"consumer_service"
"d105d332-2ab6-40ae-8963-8040063611bd","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,6,3,6,171.12,171.12,"credit_listing"
"d12292d2-8e80-4ccb-a86e-80d3a3a77ccf","acordaos","acordaos-tr",1689,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,6,3,6,3000,3000,"honor_privacy"
"d128d173-76ee-4944-9a26-02da291b999c","acordaos","acordaos",198,"1ª TURMA CÍVEL","f726893979",2024-03-20,7,0,6,NA,5000,"medical"
"d16a630e-0e06-49cd-a012-8c2746162529","acordaos","acordaos",417,"3ª TURMA CRIMINAL","46fa5d5b17",2024-03-14,7,0,2,NA,300,"other"
"d1768083-9ddc-422e-8c99-69646824c74e","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-01,4,2,4,NA,NA,"air_travel"
"d1e9ea79-9151-498d-980c-97b49b340585","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,10,5,4,4000,4000,"consumer_service"
"d20f5852-a24a-45fb-b3bf-2366b09d01e0","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","c6e9121773",2024-03-26,3,0,2,NA,NA,"consumer_service"
"d3163e08-6a74-40ca-96e5-7abf0aea9dd9","acordaos","acordaos",198,"1ª TURMA CÍVEL","c540fdb8bf",2024-03-21,1,0,0,NA,NA,"credit_listing"
"d3d58134-0b2f-4b01-9939-c3d28eeec882","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,2,NA,NA,"air_travel"
"d43ecb5e-6d81-4e52-b196-5fcbb04c303a","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,6,3,2,3000,3000,"credit_listing"
"d48152ae-e53e-4404-9538-309969e441bf","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","a0f8949691",2024-03-18,0,NA,NA,NA,NA,"other"
"d4bc1eba-5825-48b0-879b-0236b2692579","acordaos","acordaos",198,"3ª TURMA CÍVEL","58d40bdd82",2024-03-07,3,0,3,NA,NA,"other"
"d4c7153a-749e-4a52-a115-5f1040d6c25d","acordaos","acordaos",198,"8ª TURMA CÍVEL","5d8d470f51",2024-03-12,0,NA,NA,NA,NA,"other"
"d50beda5-fc74-4fbd-8414-e8e8ea1c47a7","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,2,NA,NA,"banking_fraud"
"d52f3584-16fc-405f-9f9b-a60b26b8fee3","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,8,4,6,3000,3000,"consumer_service"
"d5594b92-dc65-482a-a7f4-009bb330b43a","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-20,4,2,4,20000,20000,"other"
"d692d0ae-093d-456c-97db-770a50061e39","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","ef7646018c",2024-03-26,4,2,2,5000,5000,"other"
"d69741c9-6ceb-413b-afbd-7ba559045754","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,14,7,8,5,5,"credit_listing"
"d7ad7594-0442-431f-8527-4bb586500311","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,2,1,0,NA,NA,"credit_listing"
"d7b24630-572d-4ac3-bf09-630c7468a869","acordaos","acordaos",198,"4ª TURMA CÍVEL","dc185fdca3",2024-03-06,10,0,6,NA,5000,"wrongful_death"
"d7b33b9e-4cab-40de-86b5-583c5368088b","acordaos","acordaos",417,"2ª TURMA CRIMINAL","fb9644293f",2024-03-25,7,1,4,500,500,"other"
"d823cefb-de15-4c89-ac0a-ed4fcac4bbad","acordaos","acordaos",417,"2ª TURMA CRIMINAL","411a3306dd",2024-03-07,5,1,1,NA,NA,"other"
"d85114a2-a9c7-4526-8092-c80bb4d1090d","acordaos","acordaos",198,"4ª TURMA CÍVEL","f9b9a227a6",2024-03-07,1,0,1,NA,NA,"credit_listing"
"d87c6fb9-38bb-427b-a7bd-36d5eb527c4e","acordaos","acordaos",198,"3ª TURMA CÍVEL","58d40bdd82",2024-03-06,17,0,4,NA,5000,"banking_fraud"
"d8fc10d4-3ea0-4a4b-b08f-39ef769f63ab","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-04,8,4,4,2000,2000,"other"
"d9326e9b-7709-44de-a75c-dbbdb2028fa4","acordaos","acordaos",198,"2ª TURMA CÍVEL","c4bc5ec634",2024-03-20,17,1,5,3000,6000,"banking_fraud"
"da035c61-cb1a-4ddf-880f-72cfa775a0b5","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,10,5,8,10,10,"medical"
"dab3b08c-6b1e-4b04-8d96-95ada8e623bb","acordaos","acordaos",198,"4ª TURMA CÍVEL","f9b9a227a6",2024-03-06,0,NA,NA,NA,NA,"honor_privacy"
"dab8e105-c27e-499c-8193-6e2f40436307","acordaos","acordaos",417,"1ª TURMA CRIMINAL","0bd6867b27",2024-03-21,4,0,1,NA,NA,"wrongful_death"
"dad0a764-84b0-4651-a259-09d8a05ba49d","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-20,4,2,4,NA,NA,"credit_listing"
"daf3d45e-9515-4646-a5fc-a51e63b23c4b","acordaos","acordaos",198,"5ª TURMA CÍVEL","8a4888bf5e",2024-03-07,5,0,3,NA,NA,"consumer_service"
"dbbfb04e-533b-4793-8558-8fa6dd8842e8","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-04,6,3,4,NA,NA,"wrongful_death"
"dd19ee1b-0f5b-40cf-abd6-be16a99a02d3","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,8,4,4,2000,2000,"credit_listing"
"dd695967-fa65-4e5c-89d8-bae4bf3a3f27","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-18,4,2,4,40000,40000,"air_travel"
"dda94682-024d-4859-a5a6-36bf06c54872","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","aa0cab12a8",2024-03-18,2,1,2,4000,4000,"consumer_service"
"ddce8460-2e3a-4545-9186-bc4b154c70e2","acordaos","acordaos",198,"2ª TURMA CÍVEL","d572ea40b4",2024-03-13,7,1,5,5000,5000,"medical"
"de10484d-65f2-4929-bb4d-1215834e8003","acordaos","acordaos",198,"1ª TURMA CÍVEL","3d2279fc77",2024-03-20,4,0,3,NA,NA,"banking_fraud"
"de7b47bf-5a8e-40db-b33d-496a0971d82f","acordaos","acordaos",198,"3ª TURMA CÍVEL","f0c2fc1313",2024-03-20,13,1,10,10000,10000,"consumer_service"
"de8bc728-ff5f-41df-8dba-9d8fffb829ee","acordaos","acordaos",198,"2ª TURMA CÍVEL","d3ff666bd5",2024-03-06,22,2,17,NA,5000,"medical"
"dee576a8-447f-489c-8623-e72f668e9c3f","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","592078c0d0",2024-03-18,6,3,6,4000,4000,"credit_listing"
"def0d4b2-2a7c-43d2-a580-648303852816","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","5e0c5ae3c3",2024-03-18,2,1,2,NA,NA,"consumer_service"
"df4d1121-1927-4858-9bbd-0944f7d049f3","acordaos","acordaos-tr",460,"TERCEIRA TURMA RECURSAL","e43afa8918",2024-03-18,2,1,0,NA,NA,"other"
"df5edf65-4638-4b6c-8c60-8f87cb200d8c","acordaos","acordaos-tr",460,"SEGUNDA TURMA RECURSAL","9868b4f5a5",2024-03-18,6,3,6,NA,NA,"credit_listing"
"df5fd691-0c1c-40e0-a9f7-1263aa174832","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","a54167199f",2024-03-26,14,7,12,10000,10000,"wrongful_death"
"df690719-6bc3-402c-bf39-b0bd327de776","acordaos","acordaos",198,"5ª TURMA CÍVEL","c506524a36",2024-03-14,5,0,4,NA,10000,"medical"
"e03ae518-d66a-49d1-ae5c-fa5336d6cb0a","acordaos","acordaos",198,"1ª TURMA CÍVEL","f726893979",2024-03-20,7,0,2,NA,NA,"consumer_service"
"e0a95a3a-5661-4bb9-9fbd-edbab16fa959","acordaos","acordaos",198,"7ª TURMA CÍVEL","f6abe097b7",2024-03-13,2,0,2,NA,NA,"medical"
"e0df8b58-ce76-410a-a067-4c2a27622f3c","acordaos","acordaos-tr",460,"PRIMEIRA TURMA RECURSAL","73ededad40",2024-03-26,4,2,0,NA,NA,"air_travel"
